gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,TOTAL_MARK
0,0,3,0,14,2,88.85714285714286
1,0,4,0,26,2,78.28571428571429
1,0,5,1,3,10,75.42857142857143
0,0,1,0,33,4,84.42857142857143
0,0,1,0,35,2,89.0
1,0,1,0,22,15,79.57142857142857
1,0,2,0,23,5,88.14285714285714
0,0,2,1,27,9,83.14285714285714
0,0,6,0,31,12,83.71428571428571
1,0,1,0,26,2,79.14285714285714
1,0,4,0,1,10,78.28571428571429
1,0,2,0,7,14,83.42857142857143
1,0,1,1,4,10,73.0
0,0,0,0,31,12,87.57142857142857
0,0,7,1,23,0,75.57142857142857
1,0,4,0,5,15,77.42857142857143
0,0,10,0,1,3,79.85714285714286
0,0,3,0,4,1,77.71428571428571
0,0,0,1,23,4,72.57142857142857
0,0,3,0,15,8,76.85714285714286
0,0,2,0,24,9,83.42857142857143
0,0,2,0,31,12,78.71428571428571
0,0,4,0,29,9,83.57142857142857
1,0,3,0,49,6,93.71428571428571
0,0,4,0,6,15,82.0
0,0,7,1,33,0,81.14285714285714
1,1,5,1,10,5,75.0
1,0,1,0,13,8,79.85714285714286
1,0,6,1,25,2,73.57142857142857
1,0,2,0,35,9,92.0
0,1,8,1,1,3,78.71428571428571
0,0,1,0,29,13,82.85714285714286
0,0,3,0,20,12,85.71428571428571
0,1,3,0,49,6,89.28571428571429
1,0,4,0,13,14,79.42857142857143
1,0,2,0,20,15,87.0
1,0,2,1,18,14,78.42857142857143
0,0,1,0,23,12,76.85714285714286
1,0,0,0,10,10,78.57142857142857
1,0,4,1,4,1,83.42857142857143
0,0,1,0,11,4,87.28571428571429
1,0,3,0,15,14,80.0
1,0,1,1,16,2,80.0
0,0,10,1,5,3,65.57142857142857
1,0,1,1,26,12,83.71428571428571
0,0,2,0,29,15,75.42857142857143
1,0,10,0,3,3,65.28571428571429
0,0,4,1,32,12,80.71428571428571
1,0,5,0,24,6,87.14285714285714
1,0,3,1,20,12,84.28571428571429
1,1,5,1,1,3,74.85714285714286
0,0,9,0,0,3,67.71428571428571
0,0,8,1,5,3,80.14285714285714
1,0,2,0,5,3,74.85714285714286
0,0,6,0,1,3,77.28571428571429
1,0,1,1,27,12,80.42857142857143
0,1,1,0,29,9,84.14285714285714
1,1,9,0,4,3,75.0
1,1,8,1,4,3,83.57142857142857
0,0,3,0,21,6,86.42857142857143
1,0,3,0,31,13,84.14285714285714
1,0,3,0,15,2,84.57142857142857
0,0,0,0,30,9,83.14285714285714
0,0,1,0,31,12,79.57142857142857
0,0,7,0,23,16,79.42857142857143
0,0,1,0,23,5,74.85714285714286
1,1,0,0,27,12,79.57142857142857
1,0,3,1,5,10,85.71428571428571
1,1,10,0,4,3,67.14285714285714
1,0,9,0,21,2,78.57142857142857
0,0,5,0,26,2,79.57142857142857
1,0,2,0,13,14,80.57142857142857
1,0,7,0,10,15,87.85714285714286
1,0,4,0,25,12,80.85714285714286
1,0,4,0,13,15,87.57142857142857
0,0,2,0,29,4,84.85714285714286
1,0,4,0,1,10,78.0
1,1,2,0,11,13,80.42857142857143
1,0,1,0,26,9,91.0
1,0,0,0,12,14,82.0
0,1,0,0,32,12,85.85714285714286
1,0,5,0,28,0,76.57142857142857
1,0,1,0,34,15,85.85714285714286
1,0,6,0,17,12,76.71428571428571
1,0,2,0,31,12,79.0
0,0,2,1,25,0,80.14285714285714
1,0,7,0,14,12,87.57142857142857
1,0,2,0,2,7,76.14285714285714
0,1,10,0,5,3,78.71428571428571
1,0,2,0,2,1,88.42857142857143
0,0,3,0,33,11,77.0
0,0,6,0,33,15,71.42857142857143
1,0,1,0,5,1,78.57142857142857
0,1,3,0,23,12,77.42857142857143
1,0,10,0,2,3,77.14285714285714
1,0,3,0,23,2,80.0
1,0,6,0,3,3,67.28571428571429
0,0,0,0,48,6,94.57142857142857
0,0,3,0,32,2,72.71428571428571
0,1,4,1,3,3,76.28571428571429
0,0,1,0,24,15,76.0
1,0,4,0,21,12,79.14285714285714
0,0,10,0,0,3,76.85714285714286
1,0,0,0,25,9,79.0
1,0,3,0,10,8,74.57142857142857
0,0,1,0,4,7,72.0
1,0,2,0,7,15,72.28571428571429
0,1,8,0,0,3,73.14285714285714
1,0,4,0,2,15,70.57142857142857
0,0,0,1,16,4,89.28571428571429
0,0,4,0,12,13,80.42857142857143
0,1,9,0,4,3,72.0
0,0,3,1,23,12,76.0
1,0,6,0,15,0,78.42857142857143
0,0,2,0,31,13,85.42857142857143
0,1,8,0,3,3,77.42857142857143
1,0,4,0,2,15,83.85714285714286
1,0,5,0,35,2,92.0
0,0,5,0,27,5,84.0
1,0,5,0,32,12,82.57142857142857
1,1,4,0,24,12,85.42857142857143
0,0,3,1,29,12,77.28571428571429
0,0,10,1,4,3,73.42857142857143
0,0,4,0,17,12,87.28571428571429
0,1,3,0,18,2,84.0
0,0,5,0,15,8,83.42857142857143
0,0,1,0,32,16,75.71428571428571
1,0,7,0,3,7,86.0
1,0,5,0,31,5,86.0
0,0,5,1,3,3,76.85714285714286
0,0,7,0,25,12,78.42857142857143
0,1,1,1,0,10,70.57142857142857
0,1,1,0,29,13,81.14285714285714
1,0,1,0,17,2,84.0
1,1,4,0,0,3,65.0
0,0,5,0,25,16,84.42857142857143
0,0,2,0,23,12,81.85714285714286
1,1,5,0,4,3,67.42857142857143
0,0,7,1,11,4,83.14285714285714
1,0,7,0,12,15,72.57142857142857
1,1,2,0,48,6,95.85714285714286
0,0,4,1,0,3,76.0
0,0,7,1,12,2,81.14285714285714
1,0,1,1,31,2,75.0
1,1,9,0,19,0,85.71428571428571
1,0,0,0,17,12,80.0
0,0,6,1,24,15,83.57142857142857
1,0,2,0,11,14,80.71428571428571
0,1,6,0,2,3,73.71428571428571
1,1,2,1,32,6,87.85714285714286
0,0,7,0,5,7,78.0
0,0,5,1,23,6,83.0
1,0,8,0,14,2,79.57142857142857
0,1,6,0,1,3,72.71428571428571
0,0,4,0,32,11,86.0
0,0,1,0,34,11,84.0
1,0,2,1,13,15,85.57142857142857
0,0,1,0,24,9,90.0
1,0,5,0,32,9,86.14285714285714
0,0,2,0,21,2,87.0
1,1,6,0,0,3,68.85714285714286
1,0,6,0,34,0,84.42857142857143
0,0,2,0,14,5,79.42857142857143
0,0,3,0,25,12,81.85714285714286
1,0,3,0,5,7,84.0
1,1,10,0,3,3,84.28571428571429
1,0,7,0,20,5,73.57142857142857
0,0,1,1,26,5,84.14285714285714
1,0,9,0,2,3,80.0
1,0,3,1,1,10,88.42857142857143
0,0,10,0,1,3,75.71428571428571
1,0,10,0,25,2,81.85714285714286
1,0,5,0,35,9,89.14285714285714
1,1,3,0,2,3,78.42857142857143
1,0,7,0,5,3,70.28571428571429
1,0,3,0,24,12,88.85714285714286
1,0,0,0,5,1,75.14285714285714
1,0,6,0,3,7,77.42857142857143
0,0,6,0,5,7,82.85714285714286
1,0,1,0,33,9,87.57142857142857
0,0,2,0,15,15,80.14285714285714
1,1,5,0,32,2,79.14285714285714
0,0,0,1,14,2,78.71428571428571
0,0,3,0,47,6,93.0
1,0,4,0,6,15,81.28571428571429
0,0,5,1,3,10,80.71428571428571
0,0,1,1,42,6,92.85714285714286
0,0,1,0,22,4,85.57142857142857
1,0,7,0,1,3,83.28571428571429
1,0,1,1,21,2,79.28571428571429
0,0,4,0,50,6,91.0
0,1,7,0,29,0,73.85714285714286
1,0,4,0,31,9,84.85714285714286
1,0,6,0,5,10,74.28571428571429
0,0,1,1,25,9,84.71428571428571
1,0,2,0,22,13,86.14285714285714
1,0,8,1,1,3,76.0
1,0,5,0,26,6,84.14285714285714
0,0,9,0,3,3,80.0
0,1,7,0,12,15,79.28571428571429
0,0,1,0,1,3,67.0
1,0,4,1,18,15,78.42857142857143
0,0,3,0,27,0,85.71428571428571
1,0,5,0,24,12,79.57142857142857
1,0,1,1,19,15,80.42857142857143
0,0,2,0,47,6,93.14285714285714
0,0,1,0,11,15,77.85714285714286
1,0,2,0,29,12,88.0
0,0,2,1,14,12,83.57142857142857
1,0,5,0,4,1,82.71428571428571
1,0,4,0,15,12,82.28571428571429
1,0,5,0,32,12,83.57142857142857
0,0,7,0,33,13,88.85714285714286
1,0,4,1,29,12,87.71428571428571
0,0,2,0,31,9,88.85714285714286
1,0,5,0,29,9,84.42857142857143
1,1,5,0,0,3,81.28571428571429
1,1,6,0,1,3,79.14285714285714
1,0,3,0,42,6,93.57142857142857
1,1,9,1,2,3,84.42857142857143
0,0,3,0,1,10,82.0
0,0,1,0,11,8,77.71428571428571
1,1,4,0,18,12,72.28571428571429
1,0,2,1,35,12,92.28571428571429
0,0,1,0,1,7,80.0
0,1,0,0,12,15,80.0
1,0,2,0,21,2,74.57142857142857
0,0,2,1,18,4,77.71428571428571
0,1,6,0,5,3,59.142857142857146
1,0,5,0,2,3,69.0
0,0,5,1,27,9,81.85714285714286
1,1,6,0,18,2,80.28571428571429
0,0,2,0,28,12,81.85714285714286
0,0,5,0,1,3,71.0
0,0,7,0,42,6,93.28571428571429
1,0,8,0,21,0,77.57142857142857
0,0,4,0,31,12,82.85714285714286
1,0,8,0,34,9,88.0
0,0,1,1,5,10,87.14285714285714
0,0,3,0,46,6,89.42857142857143
1,0,3,0,9,8,87.14285714285714
0,0,5,0,26,9,81.42857142857143
1,0,3,0,31,12,84.14285714285714
0,0,4,0,27,16,79.57142857142857
0,1,7,0,28,12,77.28571428571429
1,0,3,1,5,8,81.71428571428571
1,0,2,0,4,3,65.71428571428571
0,0,1,0,33,6,92.85714285714286
0,0,3,0,16,2,83.28571428571429
1,0,1,0,15,14,76.85714285714286
0,0,7,0,10,8,82.71428571428571
1,0,0,1,18,15,77.71428571428571
0,0,1,0,12,13,82.14285714285714
1,0,3,0,25,2,80.71428571428571
1,0,3,0,23,2,86.28571428571429
1,0,6,0,8,10,79.42857142857143
0,0,4,0,32,0,78.57142857142857
1,1,10,0,0,3,68.0
0,0,8,0,0,3,68.57142857142857
0,0,1,0,6,13,71.57142857142857
0,0,6,0,5,1,80.71428571428571
0,0,0,0,16,12,77.42857142857143
0,0,5,1,4,10,81.42857142857143
1,1,8,0,2,3,88.0
0,0,2,0,35,15,92.42857142857143
1,0,2,1,34,9,82.14285714285714
1,0,1,0,7,5,81.85714285714286
0,0,0,0,14,4,80.85714285714286
1,0,1,0,24,6,82.71428571428571
1,0,4,0,25,12,77.28571428571429
0,0,8,0,3,3,76.28571428571429
1,1,7,1,0,3,70.14285714285714
1,0,2,0,33,15,79.57142857142857
0,0,3,0,12,15,79.42857142857143
1,0,3,1,1,1,86.71428571428571
0,0,5,1,19,13,77.42857142857143
0,0,2,0,2,5,81.85714285714286
0,0,4,0,3,7,80.42857142857143
1,0,10,1,1,3,71.42857142857143
0,0,1,0,48,6,94.28571428571429
0,0,2,0,32,9,83.85714285714286
1,0,6,0,1,15,80.57142857142857
1,0,1,0,22,6,89.28571428571429
0,0,5,0,16,2,75.0
0,1,6,0,15,4,79.14285714285714
0,0,3,1,26,12,81.57142857142857
0,0,5,0,46,6,94.0
0,1,4,0,31,11,81.0
1,0,10,0,4,3,79.42857142857143
1,0,9,0,5,3,77.14285714285714
0,0,6,0,21,0,82.71428571428571
1,0,2,0,26,5,87.0
1,0,1,0,3,1,79.42857142857143
1,0,1,1,11,2,83.71428571428571
0,0,6,0,5,3,71.14285714285714
1,0,8,1,19,12,73.42857142857143
1,1,7,0,3,3,74.0
0,1,5,0,15,12,81.0
0,0,4,0,32,9,82.57142857142857
0,1,5,0,4,3,78.57142857142857
0,0,1,0,31,11,80.0
0,0,2,0,19,12,81.0
1,0,1,0,16,12,81.0
0,0,1,0,29,9,82.71428571428571
0,0,3,0,26,9,85.42857142857143
0,1,4,0,27,9,84.71428571428571
0,0,3,0,35,12,91.14285714285714
1,0,5,0,26,15,83.0
1,1,2,0,28,6,82.0
0,1,1,0,32,2,83.42857142857143
0,0,0,0,33,0,81.28571428571429
1,0,2,1,18,13,78.85714285714286
0,0,1,0,18,12,83.85714285714286
1,0,1,1,9,15,84.85714285714286
0,1,5,0,25,13,85.0
1,0,1,1,18,14,89.0
1,0,4,0,3,15,75.71428571428571
1,0,4,1,34,9,89.42857142857143
1,0,7,0,4,3,64.85714285714286
0,0,3,0,14,8,80.71428571428571
0,1,5,0,8,10,76.57142857142857
1,0,3,0,35,11,93.42857142857143
0,0,3,0,2,1,78.0
1,0,2,0,27,9,81.28571428571429
0,0,5,0,20,0,76.42857142857143
0,0,4,0,21,12,79.57142857142857
1,0,5,0,6,8,81.0
1,0,3,0,18,2,84.57142857142857
1,0,2,0,7,10,78.71428571428571
1,0,2,0,24,12,77.71428571428571
0,0,5,0,21,0,78.85714285714286
0,0,10,0,2,3,67.28571428571429
1,1,0,0,34,9,87.71428571428571
1,0,7,1,0,3,76.71428571428571
0,0,4,0,17,12,78.14285714285714
1,0,5,0,10,2,83.14285714285714
1,0,4,1,35,9,90.42857142857143
0,0,3,0,27,12,76.28571428571429
0,0,2,1,30,11,86.85714285714286
0,0,2,0,35,9,91.71428571428571
1,1,5,0,5,7,79.14285714285714
1,0,6,1,10,8,81.28571428571429
1,1,8,0,1,3,77.28571428571429
0,1,10,0,0,3,74.57142857142857
0,1,3,0,30,9,82.14285714285714
0,0,4,0,3,3,78.85714285714286
0,0,3,1,18,4,80.85714285714286
1,1,8,1,0,3,84.85714285714286
0,1,5,0,15,12,86.0
1,1,3,0,43,6,90.57142857142857
0,0,5,0,16,5,85.28571428571429
1,0,3,0,23,0,75.71428571428571
0,0,2,0,2,7,75.0
1,0,1,0,34,9,85.85714285714286
0,1,2,0,34,12,86.0
0,0,3,0,18,12,85.14285714285714
1,0,5,1,21,15,81.71428571428571
0,1,3,1,3,3,91.14285714285714
1,0,4,0,31,6,88.14285714285714
1,0,5,1,17,12,82.42857142857143
1,0,0,0,10,2,79.71428571428571
1,0,1,0,5,5,74.28571428571429
0,0,4,0,8,13,71.28571428571429
0,0,4,0,3,3,75.57142857142857
1,0,3,0,30,6,90.57142857142857
1,0,2,0,20,0,89.14285714285714
1,1,5,0,25,12,77.28571428571429
0,0,4,1,23,4,77.85714285714286
0,0,7,0,3,7,81.71428571428571
0,1,1,0,24,12,80.28571428571429
0,0,1,0,37,6,92.28571428571429
0,0,2,0,28,15,83.0
1,0,2,0,5,3,77.14285714285714
1,0,3,0,6,10,75.0
1,0,7,0,40,6,89.28571428571429
0,0,3,1,35,15,90.28571428571429
0,0,4,1,34,6,85.0
0,0,2,0,24,12,82.71428571428571
1,0,6,0,35,11,91.85714285714286
1,1,6,0,0,3,82.85714285714286
0,0,1,0,35,6,91.0
0,0,5,1,18,15,82.42857142857143
1,1,1,1,1,3,67.85714285714286
0,0,2,0,16,4,81.71428571428571
0,0,5,0,28,12,80.42857142857143
0,0,3,0,14,8,83.71428571428571
0,0,3,0,25,6,80.71428571428571
1,0,2,0,16,2,78.71428571428571
0,0,4,0,28,13,79.85714285714286
0,0,0,0,15,12,81.57142857142857
0,0,10,0,46,6,94.57142857142857
0,0,2,0,34,9,89.0
0,0,2,0,27,9,83.14285714285714
1,1,4,0,28,6,92.42857142857143
0,0,3,0,33,11,87.14285714285714
1,0,5,0,12,2,82.42857142857143
0,0,0,0,27,9,88.0
1,0,1,0,15,8,76.28571428571429
1,0,1,1,3,10,75.14285714285714
0,0,2,0,26,9,83.71428571428571
1,0,1,0,35,5,91.28571428571429
0,0,1,0,20,2,79.42857142857143
1,0,3,0,14,16,87.57142857142857
1,0,2,1,24,12,79.71428571428571
0,0,2,0,8,8,78.14285714285714
1,0,3,0,19,15,82.0
1,0,10,1,2,3,74.71428571428571
1,0,2,0,29,15,80.42857142857143
0,0,1,0,14,2,81.42857142857143
0,0,4,0,19,0,67.71428571428571
0,0,0,0,29,13,87.14285714285714
1,0,1,0,2,1,82.42857142857143
1,0,6,0,25,9,84.71428571428571
1,0,0,0,6,8,79.28571428571429
0,0,2,1,11,2,86.57142857142857
0,0,1,1,4,5,84.0
0,0,2,0,33,9,80.57142857142857
1,0,3,1,22,6,88.28571428571429
1,0,0,0,34,6,87.14285714285714
0,0,1,0,22,12,80.57142857142857
1,0,10,0,5,3,75.14285714285714
0,0,1,0,11,8,74.71428571428571
0,0,1,0,12,8,85.0
1,0,2,0,35,15,93.57142857142857
1,0,0,0,6,10,79.57142857142857
0,0,9,1,0,3,72.14285714285714
0,0,2,1,26,9,75.71428571428571
0,0,0,0,19,2,90.42857142857143
1,0,0,0,3,8,79.71428571428571
0,0,1,0,14,2,77.85714285714286
0,0,9,0,12,16,86.28571428571429
0,0,1,0,18,12,88.42857142857143
0,0,5,0,4,3,77.14285714285714
0,0,1,0,34,4,75.57142857142857
0,0,2,0,21,15,79.85714285714286
1,0,3,1,5,10,77.28571428571429
0,0,1,1,16,0,73.85714285714286
1,0,0,0,31,11,84.0
1,1,6,0,1,3,70.85714285714286
0,0,3,0,35,2,90.28571428571429
0,0,1,1,41,6,92.57142857142857
0,1,5,1,1,3,77.71428571428571
0,0,2,0,6,10,79.0
1,0,3,0,30,11,86.0
1,0,3,0,32,2,78.0
0,0,2,0,18,12,79.71428571428571
0,0,1,0,2,3,81.0
1,0,5,0,5,3,66.28571428571429
1,0,2,0,32,9,88.0
1,1,2,0,18,14,82.28571428571429
1,0,7,0,27,9,76.42857142857143
0,0,3,0,9,15,72.0
1,0,2,0,15,14,81.28571428571429
0,0,9,0,1,3,76.0
1,0,10,0,2,3,68.0
0,0,2,0,31,12,72.71428571428571
1,0,3,0,2,1,74.14285714285714
1,1,4,0,2,7,90.28571428571429
1,1,6,0,5,3,72.71428571428571
0,0,1,0,21,12,83.28571428571429
1,0,6,0,12,5,81.14285714285714
1,1,5,0,0,3,67.57142857142857
0,0,5,0,26,0,79.0
0,0,3,0,15,0,78.0
1,1,1,0,14,0,79.28571428571429
1,0,6,0,9,14,76.14285714285714
0,0,2,0,19,15,82.42857142857143
1,0,7,0,17,14,81.71428571428571
1,0,3,1,9,10,80.0
1,0,5,1,14,2,71.71428571428571
0,0,1,1,3,7,79.14285714285714
0,1,9,1,22,12,81.14285714285714
1,0,3,0,10,10,83.57142857142857
0,1,1,0,1,3,69.0
1,0,0,0,10,15,75.14285714285714
1,0,2,0,36,6,93.14285714285714
1,0,3,0,34,12,85.42857142857143
0,0,3,0,32,6,90.14285714285714
1,0,2,0,28,12,84.14285714285714
1,1,10,0,3,3,69.71428571428571
0,0,2,0,32,12,82.28571428571429
0,0,2,0,4,3,74.14285714285714
0,0,2,0,21,0,86.14285714285714
1,0,1,1,22,16,91.0
1,0,4,0,28,2,90.28571428571429
0,0,3,0,35,4,91.28571428571429
0,0,1,0,35,9,92.42857142857143
1,0,4,1,16,2,83.71428571428571
0,0,1,1,20,2,85.71428571428571
1,0,4,0,27,12,81.42857142857143
1,0,6,0,14,2,87.85714285714286
0,0,1,0,35,4,93.71428571428571
0,1,6,0,2,3,66.42857142857143
0,0,4,0,3,1,77.28571428571429
1,0,2,0,32,9,79.85714285714286
1,1,6,1,33,12,86.0
1,0,2,1,24,2,80.14285714285714
0,0,2,0,5,15,83.85714285714286
1,0,5,0,8,14,82.14285714285714
1,0,2,1,8,14,82.28571428571429
0,0,0,0,21,15,74.71428571428571
1,0,1,1,6,8,76.28571428571429
1,1,0,0,15,12,79.14285714285714
1,1,1,0,12,8,75.42857142857143
1,0,6,0,1,1,80.14285714285714
0,0,2,0,14,12,90.0
0,0,3,0,26,0,75.14285714285714
0,1,1,0,31,6,92.28571428571429
1,0,4,0,5,15,79.28571428571429
0,0,2,0,28,0,80.28571428571429
1,0,1,1,11,15,69.85714285714286
0,0,1,1,19,12,83.14285714285714
0,0,3,0,17,13,87.14285714285714
1,0,0,1,30,15,79.71428571428571
0,0,2,0,23,12,82.14285714285714
0,0,6,0,0,3,72.0
1,0,0,1,19,2,76.42857142857143
1,0,2,1,33,9,82.71428571428571
1,1,2,1,1,7,82.71428571428571
1,0,2,0,35,16,91.57142857142857
0,0,1,0,3,10,77.28571428571429
1,0,2,0,2,7,85.85714285714286
1,0,5,1,16,12,79.0
1,0,3,0,38,6,93.57142857142857
1,0,2,0,3,1,77.71428571428571
0,1,10,1,3,7,84.57142857142857
1,1,5,0,11,14,83.71428571428571
0,0,1,0,1,7,81.0
1,0,4,0,4,15,73.71428571428571
0,0,3,0,43,6,93.28571428571429
0,0,1,0,47,6,90.14285714285714
0,0,1,0,9,8,75.28571428571429
1,0,6,0,2,3,59.142857142857146
0,1,4,0,5,3,79.57142857142857
1,0,2,0,26,15,78.42857142857143
1,1,3,0,25,12,79.71428571428571
0,0,5,0,9,10,77.85714285714286
0,0,1,0,27,0,74.28571428571429
1,0,2,1,19,2,74.85714285714286
1,1,1,0,31,11,87.71428571428571
1,0,4,1,26,12,90.28571428571429
0,0,6,1,11,2,83.42857142857143
1,1,6,0,6,5,81.14285714285714
1,0,8,0,2,3,78.14285714285714
1,0,10,1,5,3,76.14285714285714
0,0,7,0,5,3,74.57142857142857
1,0,3,0,27,9,82.42857142857143
1,0,2,0,30,9,89.57142857142857
0,0,5,0,21,12,76.28571428571429
1,0,0,0,8,14,82.42857142857143
1,0,2,0,21,2,85.85714285714286
0,1,3,0,18,2,76.85714285714286
0,0,4,0,3,8,84.42857142857143
0,0,1,0,32,6,85.28571428571429
1,0,6,0,8,5,81.28571428571429
0,0,2,0,3,15,77.57142857142857
0,0,2,0,17,13,86.14285714285714
0,0,0,0,17,12,78.0
1,0,4,0,27,9,88.14285714285714
0,0,2,1,12,2,84.57142857142857
0,0,3,0,46,6,92.14285714285714
0,0,1,0,19,0,76.42857142857143
0,0,2,0,30,4,79.71428571428571
0,0,2,0,20,12,76.28571428571429
1,0,5,0,14,12,82.57142857142857
1,1,10,1,5,3,80.85714285714286
1,0,5,0,27,0,88.14285714285714
